tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1543.00;-19361135#4_0;37.90;9.77;1312.00;-0.62;-19352058_0;5.10;10.96;tripinfo_246 routing_246;231.00;246;1;1594.66;0.98;0.00;81.69;DEFAULT_VEHTYPE;;2;49.00
1545.00;-19357991#1_0;101.66;13.65;1299.00;-0.24;19355636_0;5.10;14.11;tripinfo_227 routing_227;246.00;227;1;1919.34;1.26;0.00;107.11;DEFAULT_VEHTYPE;;2;42.00
1556.00;19351857#9_1;79.59;10.72;1132.00;-0.57;19355160#0_0;5.10;11.32;tripinfo_473 routing_473;424.00;473;1;4119.08;1.01;0.00;56.75;DEFAULT_VEHTYPE;;0;0.00
1560.00;19357839_0;87.22;10.31;1394.00;-0.65;-19358499#0_1;5.10;11.60;tripinfo_302 routing_302;166.00;302;1;1416.40;1.04;0.00;40.00;DEFAULT_VEHTYPE;;1;12.00
1565.00;-19353551#8_1;21.69;11.30;1425.00;1.99;-19352285#10_1;5.10;6.35;tripinfo_620 routing_620;140.00;620;1;1003.31;1.09;0.00;55.78;DEFAULT_VEHTYPE;;2;2.00
1575.00;661061473#1_1;17.50;8.37;1387.00;-0.15;-19352285#15_1;5.10;8.47;tripinfo_682 routing_682;188.00;682;1;1377.97;0.76;0.00;23.95;DEFAULT_VEHTYPE;;2;2.00
1578.00;-19353048#0_0;51.36;9.53;1094.00;-0.10;19356025#1_0;5.10;10.19;tripinfo_466 routing_466;484.00;466;1;4485.26;0.91;0.00;39.65;DEFAULT_VEHTYPE;;0;0.00
1584.00;-19352285#9_1;59.98;8.16;1238.00;-0.62;-511366397_0;5.10;4.18;tripinfo_162 routing_162;346.00;162;1;2105.28;0.75;0.00;71.21;DEFAULT_VEHTYPE;;4;23.00
1585.00;-19356432_0;56.91;10.33;1151.00;-0.30;19358499#1_1;5.10;11.06;tripinfo_286 routing_286;434.00;286;1;2902.97;0.99;0.00;169.59;DEFAULT_VEHTYPE;;3;94.00
1591.00;19357539#1_0;239.69;10.02;1034.00;-0.54;19358499#0_1;5.10;10.18;tripinfo_54 routing_54;557.00;54;1;4075.99;0.91;0.00;154.29;DEFAULT_VEHTYPE;;4;94.00
1596.00;19352131#10_1;34.15;10.45;1378.00;-0.16;-19356025#1_0;5.10;11.39;tripinfo_512 routing_512;218.00;512;1;2115.41;1.02;0.00;29.04;DEFAULT_VEHTYPE;;0;0.00
1597.00;-19358151_0;134.67;8.35;1229.00;-0.93;-19353318_0;5.10;9.35;tripinfo_109 routing_109;368.00;109;1;2928.58;0.84;0.00;48.05;DEFAULT_VEHTYPE;;1;3.00
1605.00;576756561#0_0;90.89;9.63;1130.00;-0.77;-511366397_0;5.10;5.29;tripinfo_55 routing_55;475.00;55;1;3429.33;0.95;0.00;133.50;DEFAULT_VEHTYPE;;4;70.00
1620.00;19352131#10_1;34.15;12.19;1455.00;-0.25;576756561#0_0;5.10;12.32;tripinfo_554 routing_554;165.00;554;1;1724.24;1.10;0.00;21.39;DEFAULT_VEHTYPE;;0;0.00
1622.00;19357057#5_0;92.53;8.83;1320.00;-0.37;-661061477#0_1;5.10;9.55;tripinfo_564 routing_564;302.00;564;1;2300.44;0.85;0.00;58.44;DEFAULT_VEHTYPE;;1;31.00
1632.00;-19354956#0_1;37.31;10.37;1188.00;-0.37;19357539#1_0;5.10;10.42;tripinfo_458 routing_458;444.00;458;1;4155.23;0.93;0.00;41.85;DEFAULT_VEHTYPE;;0;0.00
1638.00;-19353264#5_0;78.83;9.76;1371.00;-0.01;19352037_0;5.10;10.58;tripinfo_521 routing_521;267.00;521;1;2480.17;0.95;0.00;27.77;DEFAULT_VEHTYPE;;0;0.00
1648.00;-329995330#1_1;20.52;12.74;1473.00;-0.07;-511366397_0;5.10;6.43;tripinfo_359 routing_359;175.00;359;1;1565.68;1.16;0.00;40.85;DEFAULT_VEHTYPE;;3;3.00
1658.00;19358587#0_1;177.40;10.66;1407.00;-0.79;-19358499#0_1;5.10;10.84;tripinfo_122 routing_122;251.00;122;1;2285.63;0.97;0.00;35.67;DEFAULT_VEHTYPE;;0;0.00
1660.00;19353264#0_0;86.48;11.21;1438.00;-0.27;-576756561#0_0;5.10;11.74;tripinfo_585 routing_585;222.00;585;1;2182.96;1.05;0.00;32.48;DEFAULT_VEHTYPE;;0;0.00
1662.00;-19352542_0;156.76;11.26;1364.00;-0.10;-19353318_0;5.10;12.08;tripinfo_131 routing_131;298.00;131;1;2359.18;1.08;0.00;96.01;DEFAULT_VEHTYPE;;2;50.00
1668.00;19352285#12_1;71.43;11.32;1405.00;-0.95;19353318_0;5.10;12.34;tripinfo_155 routing_155;263.00;155;1;2564.17;1.10;0.00;50.39;DEFAULT_VEHTYPE;;0;0.00
1669.00;19356224#2_0;161.60;10.65;1396.00;-0.20;511366397_0;5.10;5.44;tripinfo_255 routing_255;273.00;255;1;1834.91;0.98;0.00;95.02;DEFAULT_VEHTYPE;;2;69.00
1673.00;19354792#0_1;69.36;10.20;1503.00;-0.46;-19354572#2_0;5.10;10.97;tripinfo_610 routing_610;170.00;610;1;1458.80;0.98;0.00;33.88;DEFAULT_VEHTYPE;;3;3.00
1679.00;-19360353#2_0;47.99;10.56;1412.00;-0.16;19352058_0;5.10;10.83;tripinfo_102 routing_102;267.00;102;1;2407.52;0.97;0.00;39.89;DEFAULT_VEHTYPE;;1;2.00
1693.00;661061477#0_1;330.06;9.75;1320.00;-0.54;-19353318_0;5.10;10.89;tripinfo_75 routing_75;373.00;75;1;2911.48;0.97;0.00;103.88;DEFAULT_VEHTYPE;;3;67.00
1700.00;-19352901#1_0;127.66;9.60;1509.00;-0.49;19357539#1_0;5.10;10.69;tripinfo_598 routing_598;191.00;598;1;1811.36;0.96;0.00;18.07;DEFAULT_VEHTYPE;;0;0.00
1700.00;19356382#33_1;19.93;9.45;1540.00;-0.83;19352285#14_1;5.10;10.10;tripinfo_607 routing_607;160.00;607;1;1402.20;0.90;0.00;17.43;DEFAULT_VEHTYPE;;1;1.00
1709.00;-19355160#0_0;438.84;11.19;1256.00;-0.12;19355636_0;5.10;11.68;tripinfo_69 routing_69;453.00;69;1;3302.84;1.04;0.00;166.81;DEFAULT_VEHTYPE;;3;127.00
1718.00;19354074_0;112.03;9.38;1305.00;-0.07;-19355160#3_0;5.10;9.69;tripinfo_470 routing_470;413.00;470;1;3617.17;0.87;0.00;35.86;DEFAULT_VEHTYPE;;0;0.00
1721.00;19352131#9_1;48.41;12.93;1555.00;-0.06;19355160#0_0;5.10;13.53;tripinfo_518 routing_518;166.00;518;1;1925.02;1.21;0.00;21.05;DEFAULT_VEHTYPE;;0;0.00
1727.00;-19352374#0_0;127.65;10.36;1454.00;-0.20;19352058_0;5.10;10.75;tripinfo_327 routing_327;273.00;327;1;1928.53;0.96;0.00;88.45;DEFAULT_VEHTYPE;;2;48.00
1728.00;-19354956#2_1;24.11;9.90;1349.00;-0.58;-19355160#3_0;5.10;11.10;tripinfo_490 routing_490;379.00;490;1;3742.06;0.99;0.00;38.78;DEFAULT_VEHTYPE;;0;0.00
1729.00;-19352374#1_0;125.54;11.90;1476.00;-0.93;-19353318_0;5.10;11.96;tripinfo_335 routing_335;253.00;335;1;2015.94;1.07;0.00;80.46;DEFAULT_VEHTYPE;;2;48.00
1730.00;19358927#2_0;75.40;10.03;1287.00;-0.42;-19355636_0;5.10;10.23;tripinfo_104 routing_104;443.00;104;1;3152.24;0.92;0.00;129.85;DEFAULT_VEHTYPE;;7;62.00
1738.00;19352037_0;416.55;11.46;1312.00;-0.47;19358499#1_1;5.10;11.75;tripinfo_89 routing_89;426.00;89;1;3742.20;1.05;0.00;106.99;DEFAULT_VEHTYPE;;3;61.00
1742.00;-19357991#1_0;101.66;12.40;1595.00;-0.76;-576756561#0_0;5.10;12.93;tripinfo_594 routing_594;147.00;594;1;1603.90;1.16;0.00;20.14;DEFAULT_VEHTYPE;;0;0.00
1746.00;19357539#1_0;239.69;10.18;1302.00;-0.21;-19358499#1_1;5.10;10.86;tripinfo_35 routing_35;444.00;35;1;3458.32;0.97;0.00;122.89;DEFAULT_VEHTYPE;;2;77.00
1747.00;-19353048#0_0;51.36;9.52;1274.00;-0.04;19352037_0;5.10;10.78;tripinfo_498 routing_498;473.00;498;1;4593.32;0.96;0.00;41.94;DEFAULT_VEHTYPE;;0;0.00
1753.00;-19354328_0;144.90;11.35;1499.00;-0.89;19357539#1_0;5.10;11.66;tripinfo_520 routing_520;254.00;520;1;2196.38;1.04;0.00;63.41;DEFAULT_VEHTYPE;;1;44.00
1755.00;-19357991#2_0;170.34;9.49;1396.00;-0.33;-511366397_0;5.10;4.95;tripinfo_239 routing_239;359.00;239;1;2573.33;0.89;0.00;81.03;DEFAULT_VEHTYPE;;1;41.00
1767.00;-19356452#2_0;92.05;11.32;1514.00;-0.14;511366397_0;5.10;5.88;tripinfo_262 routing_262;253.00;262;1;2064.82;1.06;0.00;67.80;DEFAULT_VEHTYPE;;1;41.00
1767.00;278433716#2_1;3.12;10.10;1531.00;-0.08;-19354575#0_0;5.10;11.08;tripinfo_612 routing_612;236.00;612;1;2004.59;0.99;0.00;52.66;DEFAULT_VEHTYPE;;4;4.00
1772.00;19357114#2_0;100.29;12.29;1551.00;-0.54;19352037_0;5.10;12.44;tripinfo_550 routing_550;221.00;550;1;2354.74;1.11;0.00;28.06;DEFAULT_VEHTYPE;;0;0.00
1775.00;19357968_0;129.09;11.68;1427.00;-0.32;19358499#1_1;5.10;12.69;tripinfo_249 routing_249;348.00;249;1;2750.66;1.14;0.00;130.87;DEFAULT_VEHTYPE;;3;89.00
1776.00;19353293#0_1;145.45;10.61;1480.00;-0.20;-19353318_0;5.10;10.96;tripinfo_377 routing_377;296.00;377;1;2228.24;0.98;0.00;88.44;DEFAULT_VEHTYPE;;5;28.00
1777.00;-661061477#0_1;330.34;9.85;1118.00;-0.06;19358499#1_1;5.10;9.89;tripinfo_28 routing_28;659.00;28;1;4668.52;0.88;0.00;184.67;DEFAULT_VEHTYPE;;4;120.00
1781.00;661061477#0_1;330.06;10.84;1336.00;-0.43;-19358499#0_1;5.10;11.07;tripinfo_78 routing_78;445.00;78;1;3397.07;0.99;0.00;138.62;DEFAULT_VEHTYPE;;3;97.00
1782.00;-19352285#16_1;76.02;12.53;1406.00;-0.14;-19359987_0;5.10;13.35;tripinfo_424 routing_424;376.00;424;1;4079.04;1.19;0.00;66.88;DEFAULT_VEHTYPE;;1;19.00
1788.00;19352285#12_1;71.43;8.75;1332.00;-0.86;-19356025#1_0;5.10;9.74;tripinfo_460 routing_460;456.00;460;1;3775.60;0.87;0.00;67.11;DEFAULT_VEHTYPE;;1;25.00
1789.00;661061473#1_1;17.50;11.26;1541.00;-0.83;19360089#0_0;5.10;12.23;tripinfo_683 routing_683;248.00;683;1;2239.83;1.09;0.00;63.56;DEFAULT_VEHTYPE;;4;21.00
1803.00;-19359303_0;91.66;12.44;1584.00;-0.35;19358499#0_1;5.10;6.62;tripinfo_384 routing_384;219.00;384;1;2119.33;1.18;0.00;57.60;DEFAULT_VEHTYPE;;1;1.00
1811.00;-329995314_0;223.59;10.31;1583.00;-0.90;19358499#0_1;5.10;10.90;tripinfo_344 routing_344;228.00;344;1;2192.13;0.98;0.00;25.80;DEFAULT_VEHTYPE;;1;2.00
1818.00;-19357988_0;104.95;10.96;1537.00;-0.58;19352058_0;5.10;11.71;tripinfo_164 routing_164;281.00;164;1;2580.01;1.05;0.00;55.60;DEFAULT_VEHTYPE;;0;0.00
1826.00;-19354956#9_1;71.91;9.92;1469.00;-0.82;-19352058_0;5.10;10.99;tripinfo_136 routing_136;357.00;136;1;2924.73;0.98;0.00;85.26;DEFAULT_VEHTYPE;;2;39.00
1834.00;19354297_0;239.07;10.54;1520.00;-0.78;19358499#0_1;5.10;11.04;tripinfo_181 routing_181;314.00;181;1;3018.56;0.99;0.00;36.02;DEFAULT_VEHTYPE;;0;0.00
1846.00;-19352256#1_0;79.43;8.39;1762.00;-0.21;511366397_0;5.10;4.57;tripinfo_304 routing_304;84.00;304;1;563.43;0.82;0.00;10.80;DEFAULT_VEHTYPE;;0;0.00
1847.00;19358588#0_0;63.87;9.31;1630.00;-0.65;-19353318_0;5.10;10.05;tripinfo_397 routing_397;217.00;397;1;1338.37;0.90;0.00;80.34;DEFAULT_VEHTYPE;;2;60.00
1854.00;19352285#14_1;53.24;10.52;1465.00;-0.76;-19355160#0_0;5.10;10.99;tripinfo_433 routing_433;389.00;433;1;3798.82;0.98;0.00;42.52;DEFAULT_VEHTYPE;;1;5.00
1859.00;19361135#4_0;37.90;8.05;1604.00;-0.23;-19355160#0_0;5.10;9.22;tripinfo_577 routing_577;255.00;577;1;1857.01;0.82;0.00;51.52;DEFAULT_VEHTYPE;;1;29.00
1871.00;19361385#1_0;93.48;10.45;1620.00;-0.17;-511366397_0;5.10;5.29;tripinfo_385 routing_385;251.00;385;1;1750.61;0.95;0.00;69.81;DEFAULT_VEHTYPE;;3;37.00
1879.00;-19354908_0;104.12;10.62;1622.00;1.34;-511366397_0;5.10;1.56;tripinfo_146 routing_146;257.00;146;1;2061.68;1.00;0.00;54.48;DEFAULT_VEHTYPE;;4;9.00
1897.00;19357057#5_0;92.53;8.71;1602.00;-0.84;19357539#1_0;5.10;9.69;tripinfo_574 routing_574;295.00;574;1;2437.51;0.87;0.00;40.41;DEFAULT_VEHTYPE;;1;7.00
1910.00;-19348921_0;100.21;5.76;1578.00;-0.35;-19358499#1_1;5.10;12.86;tripinfo_190 routing_190;332.00;190;1;3111.01;1.15;0.00;68.57;DEFAULT_VEHTYPE;;4;4.00
1922.00;378219319_0;132.16;12.55;1593.00;-0.62;-19355636_0;5.10;12.68;tripinfo_163 routing_163;329.00;163;1;3205.06;1.13;0.00;71.92;DEFAULT_VEHTYPE;;5;5.00
1925.00;-19356382#34_1;51.22;11.20;1715.00;-0.72;378219319_0;5.10;12.36;tripinfo_635 routing_635;210.00;635;1;2029.68;1.11;0.00;41.88;DEFAULT_VEHTYPE;;3;3.00
1927.00;19352449#1_0;62.35;11.69;1836.00;-0.13;-19358499#0_1;5.10;12.50;tripinfo_355 routing_355;91.00;355;1;630.07;1.12;0.00;38.79;DEFAULT_VEHTYPE;;1;22.00
1934.00;-19355160#0_0;438.84;12.12;1580.00;-0.77;-19358499#0_1;5.10;12.65;tripinfo_8 routing_8;354.00;8;1;3767.33;1.13;0.00;53.83;DEFAULT_VEHTYPE;;2;9.00
1940.00;19361189#0_0;61.56;10.23;1708.00;-0.06;-19358499#1_1;5.10;10.78;tripinfo_154 routing_154;232.00;154;1;1993.48;0.96;0.00;42.92;DEFAULT_VEHTYPE;;3;3.00
1950.00;19353092#6_0;228.63;11.32;1758.00;-0.52;511366397_0;5.10;6.15;tripinfo_187 routing_187;192.00;187;1;1691.08;1.11;0.00;45.88;DEFAULT_VEHTYPE;;5;6.00
1959.00;329995277#1_1;79.99;13.11;1822.00;-0.22;19353810#2_0;5.10;11.44;tripinfo_633 routing_633;137.00;633;1;1522.88;1.20;0.00;21.30;DEFAULT_VEHTYPE;;0;0.00
1971.00;-19353092#0_1;91.76;9.13;1682.00;-0.52;-19352058_0;5.10;9.95;tripinfo_158 routing_158;289.00;158;1;2138.10;0.89;0.00;68.00;DEFAULT_VEHTYPE;;5;13.00
1975.00;-378219319_0;127.36;9.26;1479.00;-0.68;-661061477#0_1;5.10;10.48;tripinfo_477 routing_477;496.00;477;1;4720.62;0.94;0.00;41.96;DEFAULT_VEHTYPE;;0;0.00
1984.00;19357114#2_0;100.29;10.43;1733.00;-0.59;661061477#0_1;5.10;10.62;tripinfo_539 routing_539;251.00;539;1;2386.55;0.95;0.00;22.85;DEFAULT_VEHTYPE;;0;0.00
1991.00;-19353264#0_0;86.48;10.82;1734.00;-0.61;19353318_0;5.10;10.96;tripinfo_297 routing_297;257.00;297;1;1988.68;0.98;0.00;72.28;DEFAULT_VEHTYPE;;2;42.00
1995.00;19357968_0;129.09;11.33;1773.00;-0.92;-19355160#0_0;5.10;11.35;tripinfo_535 routing_535;222.00;535;1;2209.89;1.02;0.00;24.65;DEFAULT_VEHTYPE;;0;0.00
1996.00;19357704#1_1;94.31;8.95;1717.00;-0.62;19354297_0;5.10;9.66;tripinfo_614 routing_614;279.00;614;1;2383.05;0.86;0.00;27.72;DEFAULT_VEHTYPE;;0;0.00
2006.00;19356452#2_0;91.95;11.02;1690.00;-0.02;19358499#1_1;5.10;11.43;tripinfo_234 routing_234;316.00;234;1;2606.16;1.02;0.00;86.99;DEFAULT_VEHTYPE;;1;46.00
2011.00;-19353531#2_0;58.43;10.50;1609.00;-0.33;19352058_0;5.10;11.26;tripinfo_160 routing_160;402.00;160;1;3186.88;1.01;0.00;114.24;DEFAULT_VEHTYPE;;6;42.00
2013.00;19356382#36_1;20.97;9.46;1886.00;-0.14;-19354572#2_0;5.10;10.12;tripinfo_645 routing_645;127.00;645;1;1072.37;0.91;0.00;18.66;DEFAULT_VEHTYPE;;1;1.00
2015.00;-19353381_0;100.01;11.98;1816.00;-0.95;19352058_0;5.10;12.12;tripinfo_361 routing_361;199.00;361;1;1259.93;1.08;0.00;91.64;DEFAULT_VEHTYPE;;2;69.00
2017.00;-19352131#9_1;48.41;10.74;1873.00;-0.22;19355160#3_0;5.10;11.33;tripinfo_562 routing_562;144.00;562;1;1424.35;1.01;0.00;16.24;DEFAULT_VEHTYPE;;0;0.00
2018.00;-19352285#6_1;39.99;12.60;1712.00;-0.64;19357539#0_0;5.10;13.06;tripinfo_452 routing_452;306.00;452;1;3420.39;1.17;0.00;41.04;DEFAULT_VEHTYPE;;0;0.00
2033.00;19360089#1_0;197.27;11.82;1551.00;-0.93;-19356025#1_0;5.10;12.00;tripinfo_484 routing_484;482.00;484;1;5021.90;1.07;0.00;60.75;DEFAULT_VEHTYPE;;1;10.00
2038.00;19361189#1_0;69.04;10.74;1780.00;-0.20;511366397_0;5.10;5.40;tripinfo_144 routing_144;258.00;144;1;1779.80;0.97;0.00;83.56;DEFAULT_VEHTYPE;;4;47.00
2042.00;19355585#1_0;73.52;11.14;1782.00;-0.15;19353318_0;5.10;11.56;tripinfo_338 routing_338;260.00;338;1;2098.00;1.03;0.00;73.76;DEFAULT_VEHTYPE;;2;31.00
2044.00;-329995274#1_0;156.77;9.30;1598.00;-0.65;19358499#0_1;5.10;9.77;tripinfo_237 routing_237;446.00;237;1;3072.26;0.87;0.00;130.46;DEFAULT_VEHTYPE;;3;81.00
2049.00;19358928_0;80.64;12.47;1682.00;-0.30;511366397_0;5.10;6.58;tripinfo_195 routing_195;367.00;195;1;3064.93;1.18;0.00;126.12;DEFAULT_VEHTYPE;;5;56.00
2055.00;-19357114#2_0;99.90;12.13;1820.00;-0.63;-511366397_0;5.10;6.60;tripinfo_216 routing_216;235.00;216;1;2247.51;1.19;0.00;51.53;DEFAULT_VEHTYPE;;3;11.00
2057.00;-19353551#8_1;21.69;10.19;1960.00;-0.08;19353591#0_0;5.10;11.11;tripinfo_688 routing_688;97.00;688;1;934.11;0.99;0.00;11.30;DEFAULT_VEHTYPE;;0;0.00
2058.00;19353259_0;48.00;10.96;1841.00;-0.56;-19358499#0_1;5.10;11.13;tripinfo_323 routing_323;217.00;323;1;1918.55;1.00;0.00;43.09;DEFAULT_VEHTYPE;;1;17.00
2059.00;-19356025#1_0;443.61;10.43;1669.00;-0.56;19355636_0;5.10;11.29;tripinfo_56 routing_56;390.00;56;1;3535.21;1.01;0.00;71.21;DEFAULT_VEHTYPE;;1;33.00
2062.00;-19354956#12_1;24.31;9.36;1609.00;-0.27;576756561#0_0;5.10;10.48;tripinfo_421 routing_421;453.00;421;1;4265.28;0.94;0.00;41.02;DEFAULT_VEHTYPE;;0;0.00
2063.00;-19351910#1_0;129.61;9.42;1743.00;-0.04;511366397_0;5.10;5.23;tripinfo_289 routing_289;320.00;289;1;2145.05;0.94;0.00;104.41;DEFAULT_VEHTYPE;;2;75.00
2069.00;19355160#0_0;438.81;10.13;1651.00;-0.42;-511366397_0;5.10;5.68;tripinfo_22 routing_22;418.00;22;1;3412.36;1.02;0.00;102.97;DEFAULT_VEHTYPE;;2;59.00
2071.00;-19356224#2_0;161.56;9.76;1810.00;-0.52;-511366397_0;5.10;5.34;tripinfo_201 routing_201;261.00;201;1;2154.23;0.96;0.00;43.53;DEFAULT_VEHTYPE;;2;8.00
2075.00;19356025#1_0;443.59;12.10;1684.00;-0.20;-19358499#0_1;5.10;12.98;tripinfo_58 routing_58;391.00;58;1;3389.36;1.16;0.00;130.30;DEFAULT_VEHTYPE;;2;90.00
2078.00;19354956#8_1;32.00;11.22;1849.00;-0.67;511366397_0;5.10;6.20;tripinfo_123 routing_123;229.00;123;1;2124.55;1.11;0.00;49.02;DEFAULT_VEHTYPE;;4;4.00
2080.00;19354956#14_1;13.16;10.22;1614.00;-0.82;19357539#1_0;5.10;10.35;tripinfo_417 routing_417;466.00;417;1;4341.77;0.93;0.00;40.94;DEFAULT_VEHTYPE;;0;0.00
2089.00;19359239#0_0;181.56;11.07;1835.00;-0.10;19358499#0_1;5.10;11.11;tripinfo_315 routing_315;254.00;315;1;2035.97;0.99;0.00;69.28;DEFAULT_VEHTYPE;;4;24.00
2094.00;-19354933_0;349.65;8.88;1902.00;-0.63;19355160#3_0;5.10;9.07;tripinfo_513 routing_513;192.00;513;1;1520.13;0.81;0.00;20.57;DEFAULT_VEHTYPE;;0;0.00
2117.00;-19351712_0;53.21;9.42;1827.00;-0.45;19355636_0;5.10;10.11;tripinfo_390 routing_390;290.00;390;1;1848.72;0.90;0.00;102.62;DEFAULT_VEHTYPE;;3;63.00
2120.00;-19357057#5_0;92.53;8.27;1775.00;-0.13;-19358499#0_1;5.10;9.11;tripinfo_230 routing_230;345.00;230;1;1701.88;0.82;0.00;158.74;DEFAULT_VEHTYPE;;3;131.00
2124.00;-19356432_0;56.91;10.26;1679.00;-0.20;19358499#0_1;5.10;10.45;tripinfo_294 routing_294;445.00;294;1;3019.52;0.93;0.00;152.90;DEFAULT_VEHTYPE;;3;101.00
2125.00;19358038#0_1;302.76;11.85;2004.00;-0.99;-19352285#10_1;5.10;12.40;tripinfo_697 routing_697;121.00;697;1;1197.74;1.11;0.00;22.67;DEFAULT_VEHTYPE;;1;1.00
2129.00;-329995277#2_1;69.27;8.83;1947.00;-0.37;-19351857#5_1;5.10;5.19;tripinfo_608 routing_608;182.00;608;1;1512.07;0.85;0.00;17.65;DEFAULT_VEHTYPE;;0;0.00
2131.00;19353333#2_1;50.87;11.11;1995.00;-0.57;-511366397_0;5.10;5.96;tripinfo_347 routing_347;136.00;347;1;903.32;1.07;0.00;44.35;DEFAULT_VEHTYPE;;1;22.00
2157.00;19357262#0_1;352.45;10.91;1727.00;-0.07;-661061477#0_1;5.10;11.17;tripinfo_453 routing_453;430.00;453;1;4211.38;1.00;0.00;50.34;DEFAULT_VEHTYPE;;1;5.00
2166.00;19357057#4_0;43.74;9.35;1870.00;-0.69;661061477#0_1;5.10;10.45;tripinfo_537 routing_537;296.00;537;1;2794.76;0.94;0.00;25.59;DEFAULT_VEHTYPE;;0;0.00
2173.00;-19352901#1_0;127.66;9.87;1812.00;-0.21;19358499#1_1;5.10;10.63;tripinfo_236 routing_236;361.00;236;1;2992.42;0.95;0.00;77.33;DEFAULT_VEHTYPE;;2;36.00
2189.00;-19359987_0;174.26;8.60;1817.00;-0.33;-19355636_0;5.10;9.61;tripinfo_6 routing_6;372.00;6;1;2379.02;0.86;0.00;122.63;DEFAULT_VEHTYPE;;3;86.00
2197.00;19352285#8_1;7.99;12.56;1950.00;-0.91;19358499#1_1;5.10;12.74;tripinfo_119 routing_119;247.00;119;1;2328.09;1.14;0.00;62.77;DEFAULT_VEHTYPE;;4;19.00
2199.00;19357114#2_0;100.29;11.51;1954.00;-0.95;-19358499#1_1;5.10;12.32;tripinfo_281 routing_281;245.00;281;1;2124.07;1.10;0.00;72.65;DEFAULT_VEHTYPE;;1;36.00
2204.00;-19353961#0_0;58.77;11.73;1840.00;-0.44;19356025#1_0;5.10;12.46;tripinfo_454 routing_454;364.00;454;1;4055.87;1.11;0.00;34.86;DEFAULT_VEHTYPE;;0;0.00
2210.00;-661061477#0_1;330.34;9.94;1763.00;-0.21;-19353318_0;5.10;10.04;tripinfo_32 routing_32;447.00;32;1;3411.90;0.90;0.00;104.06;DEFAULT_VEHTYPE;;3;61.00
2211.00;-19353551#9_1;3.02;12.64;2019.00;-0.88;-19354575#0_0;5.10;13.26;tripinfo_663 routing_663;192.00;663;1;1521.35;1.19;0.00;74.47;DEFAULT_VEHTYPE;;3;39.00
2215.00;19355399#0_0;12.02;10.25;2134.00;-0.26;-19358499#1_1;5.10;11.34;tripinfo_305 routing_305;81.00;305;1;760.19;1.01;0.00;11.20;DEFAULT_VEHTYPE;;0;0.00
2216.00;-19358927#5_0;51.61;9.89;1641.00;-0.62;19352037_0;5.10;10.70;tripinfo_455 routing_455;575.00;455;1;5528.90;0.96;0.00;52.90;DEFAULT_VEHTYPE;;0;0.00
2219.00;19357539#1_0;239.69;5.97;1847.00;-0.70;19355636_0;5.10;12.75;tripinfo_2 routing_2;372.00;2;1;2851.15;1.14;0.00;146.19;DEFAULT_VEHTYPE;;3;65.00
2224.00;19354933_0;349.65;10.34;1809.00;-0.77;19358499#1_1;5.10;11.57;tripinfo_258 routing_258;415.00;258;1;3395.95;1.03;0.00;120.27;DEFAULT_VEHTYPE;;4;56.00
2226.00;19356054_0;65.01;9.96;1944.00;-0.09;19352058_0;5.10;4.65;tripinfo_398 routing_398;282.00;398;1;2322.62;0.96;0.00;60.22;DEFAULT_VEHTYPE;;2;15.00
2226.00;-19353264#0_0;86.48;8.86;1972.00;-0.25;576756561#0_0;5.10;10.02;tripinfo_576 routing_576;254.00;576;1;2261.45;0.90;0.00;23.79;DEFAULT_VEHTYPE;;0;0.00
2230.00;19357262#1_0;80.23;11.45;1927.00;-0.18;-19355160#3_0;5.10;12.07;tripinfo_404 routing_404;303.00;404;1;3178.30;1.08;0.00;36.09;DEFAULT_VEHTYPE;;0;0.00
2234.00;19358435_0;138.57;9.43;1983.00;-0.08;-19355160#0_0;5.10;10.35;tripinfo_541 routing_541;251.00;541;1;2090.01;0.93;0.00;45.93;DEFAULT_VEHTYPE;;1;21.00
2243.00;-19353686#6_1;21.17;10.97;2038.00;-0.72;19353810#3_0;5.10;10.99;tripinfo_617 routing_617;205.00;617;1;1823.41;0.98;0.00;36.19;DEFAULT_VEHTYPE;;3;3.00
2259.00;-19356224#2_0;161.56;13.60;2048.00;-0.98;661061477#0_1;5.10;14.08;tripinfo_573 routing_573;211.00;573;1;2634.49;1.26;0.00;21.00;DEFAULT_VEHTYPE;;0;0.00
2261.00;-19361189#3_0;59.54;11.44;1958.00;-0.91;-19355160#3_0;5.10;11.81;tripinfo_403 routing_403;303.00;403;1;3147.84;1.06;0.00;32.97;DEFAULT_VEHTYPE;;0;0.00
2264.00;-19355160#0_0;438.84;9.75;1822.00;-0.07;-19353318_0;5.10;10.61;tripinfo_48 routing_48;442.00;48;1;3157.75;0.95;0.00;141.37;DEFAULT_VEHTYPE;;4;100.00
2266.00;-19359987_0;174.26;11.95;1762.00;-0.81;19358499#1_1;5.10;12.67;tripinfo_44 routing_44;504.00;44;1;3605.34;1.13;0.00;219.15;DEFAULT_VEHTYPE;;5;133.00
