tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
885.00;19357057#3_0;46.74;9.85;558.00;-0.66;19356025#1_0;5.10;10.31;tripinfo_538 routing_538;327.00;538;1;2609.74;0.92;0.00;68.48;DEFAULT_VEHTYPE;;1;36.00
887.00;19352285#14_1;53.24;9.29;452.00;-0.31;19355160#0_0;5.10;9.99;tripinfo_426 routing_426;435.00;426;1;3951.28;0.89;0.00;36.01;DEFAULT_VEHTYPE;;0;0.00
887.00;-19351910#1_0;129.61;11.17;663.00;-0.46;19355636_0;5.10;11.31;tripinfo_296 routing_296;224.00;296;1;1737.03;1.01;0.00;67.84;DEFAULT_VEHTYPE;;3;38.00
889.00;19356025#1_0;443.59;11.80;587.00;-0.90;-19353318_0;5.10;12.33;tripinfo_61 routing_61;302.00;61;1;2900.82;1.10;0.00;64.75;DEFAULT_VEHTYPE;;2;12.00
898.00;661061477#0_1;330.06;8.68;238.00;-0.38;511366397_0;5.10;4.75;tripinfo_27 routing_27;660.00;27;1;3462.22;0.85;0.00;286.74;DEFAULT_VEHTYPE;;6;234.00
899.00;-378219319_0;127.36;9.76;425.00;-0.10;-19352037_0;5.10;10.13;tripinfo_437 routing_437;474.00;437;1;4329.12;0.91;0.00;42.59;DEFAULT_VEHTYPE;;0;0.00
900.00;661061477#0_1;330.06;10.78;363.00;-0.53;19358499#1_1;5.10;11.16;tripinfo_87 routing_87;537.00;87;1;4133.83;1.00;0.00;166.13;DEFAULT_VEHTYPE;;3;96.00
907.00;19354956#5_1;6.68;8.74;505.00;-0.51;19355636_0;5.10;9.68;tripinfo_178 routing_178;402.00;178;1;2921.37;0.87;0.00;93.04;DEFAULT_VEHTYPE;;8;29.00
914.00;-19355160#3_0;95.80;10.50;386.00;-0.17;-19358499#1_1;5.10;11.20;tripinfo_65 routing_65;528.00;65;1;3861.70;1.00;0.00;179.14;DEFAULT_VEHTYPE;;3;131.00
918.00;-19357825_0;159.12;12.06;416.00;-0.57;-19355160#0_0;5.10;12.20;tripinfo_488 routing_488;502.00;488;1;4783.09;1.09;0.00;106.69;DEFAULT_VEHTYPE;;0;0.00
918.00;19353390#0_1;147.63;9.79;654.00;2.61;-19355160#3_0;5.10;10.00;tripinfo_553 routing_553;264.00;553;1;2326.17;0.96;0.00;45.37;DEFAULT_VEHTYPE;;1;22.00
929.00;329995330#4_1;24.83;9.12;635.00;-0.17;-19355636_0;5.10;9.19;tripinfo_394 routing_394;294.00;394;1;2232.00;0.82;0.00;46.24;DEFAULT_VEHTYPE;;4;4.00
934.00;-19361224#0_0;61.63;10.83;845.00;-0.46;511366397_0;5.10;6.02;tripinfo_376 routing_376;89.00;376;1;808.79;1.08;0.00;11.98;DEFAULT_VEHTYPE;;0;0.00
935.00;19352449#0_0;51.57;10.07;700.00;-0.29;-19355636_0;5.10;10.81;tripinfo_309 routing_309;235.00;309;1;1285.95;0.97;0.00;113.81;DEFAULT_VEHTYPE;;5;73.00
938.00;278433716#2_1;3.12;10.41;764.00;-0.85;19357262#0_1;5.10;11.23;tripinfo_664 routing_664;174.00;664;1;1665.73;1.00;0.00;23.47;DEFAULT_VEHTYPE;;2;2.00
940.00;-19358927#1_0;35.88;11.43;476.00;-0.56;-661061477#0_1;5.10;11.57;tripinfo_430 routing_430;464.00;430;1;4770.68;1.03;0.00;47.92;DEFAULT_VEHTYPE;;0;0.00
946.00;19352256#0_0;31.56;11.41;675.00;-0.61;19353318_0;5.10;12.62;tripinfo_332 routing_332;271.00;332;1;1646.59;1.13;0.00;137.01;DEFAULT_VEHTYPE;;4;96.00
947.00;19357539#0_0;115.03;11.84;688.00;-0.48;19353318_0;5.10;12.75;tripinfo_91 routing_91;259.00;91;1;2663.06;1.14;0.00;47.31;DEFAULT_VEHTYPE;;1;1.00
949.00;19361189#1_0;69.04;11.15;624.00;-0.75;576756561#0_0;5.10;11.54;tripinfo_492 routing_492;325.00;492;1;3305.39;1.03;0.00;34.35;DEFAULT_VEHTYPE;;0;0.00
955.00;19359517#1_1;95.38;9.33;829.00;-0.23;-19354572#1_0;5.10;9.98;tripinfo_698 routing_698;126.00;698;1;1069.67;0.89;0.00;15.02;DEFAULT_VEHTYPE;;0;0.00
958.00;-19353816#2_0;133.40;12.97;560.00;-0.10;19358499#1_1;5.10;13.16;tripinfo_241 routing_241;398.00;241;1;3069.05;1.18;0.00;162.61;DEFAULT_VEHTYPE;;4;85.00
960.00;-19361135#4_0;37.90;9.70;490.00;-0.44;19358499#0_1;5.10;10.37;tripinfo_271 routing_271;470.00;271;1;3072.03;0.93;0.00;171.18;DEFAULT_VEHTYPE;;4;114.00
960.00;19352037_0;416.55;10.12;674.00;-0.42;19352058_0;5.10;10.47;tripinfo_15 routing_15;286.00;15;1;2481.77;0.94;0.00;45.57;DEFAULT_VEHTYPE;;2;11.00
972.00;19351857#2_1;61.33;11.76;546.00;-0.44;19356025#1_0;5.10;12.26;tripinfo_402 routing_402;426.00;402;1;4671.42;1.10;0.00;41.49;DEFAULT_VEHTYPE;;0;0.00
977.00;329995277#1_1;79.99;12.17;736.00;-0.94;-19352868_0;5.10;12.56;tripinfo_659 routing_659;241.00;659;1;2464.67;1.12;0.00;41.48;DEFAULT_VEHTYPE;;0;0.00
977.00;-19354933_0;349.65;9.51;815.00;-0.52;-576756561#0_0;5.10;10.02;tripinfo_517 routing_517;162.00;517;1;1413.37;0.90;0.00;17.76;DEFAULT_VEHTYPE;;0;0.00
986.00;19359071#0_0;148.39;9.63;731.00;-0.24;-19352037_0;5.10;10.36;tripinfo_599 routing_599;255.00;599;1;1956.26;0.93;0.00;63.69;DEFAULT_VEHTYPE;;1;42.00
990.00;-576756561#0_0;90.89;9.15;410.00;-0.68;-19358499#1_1;5.10;10.30;tripinfo_42 routing_42;580.00;42;1;3623.28;0.92;0.00;227.48;DEFAULT_VEHTYPE;;5;177.00
995.00;19351910#1_0;129.66;11.57;755.00;-0.92;19355160#0_0;5.10;12.05;tripinfo_545 routing_545;240.00;545;1;2331.54;1.08;0.00;43.52;DEFAULT_VEHTYPE;;1;2.00
1000.00;-329995277#2_1;69.27;10.52;860.00;-0.68;19360353#0_0;5.10;11.51;tripinfo_676 routing_676;140.00;676;1;1380.89;1.03;0.00;17.12;DEFAULT_VEHTYPE;;0;0.00
1001.00;-19354572#1_0;155.19;10.79;759.00;-0.36;-19353318_0;5.10;11.10;tripinfo_150 routing_150;242.00;150;1;2197.05;0.99;0.00;40.19;DEFAULT_VEHTYPE;;2;2.00
1008.00;-329995330#7_1;13.79;12.08;744.00;-0.62;19352058_0;5.10;12.77;tripinfo_334 routing_334;264.00;334;1;2262.38;1.14;0.00;81.95;DEFAULT_VEHTYPE;;6;9.00
1012.00;-19357262#1_0;80.14;10.63;643.00;-0.20;19357539#0_0;5.10;11.54;tripinfo_475 routing_475;369.00;475;1;3290.91;1.03;0.00;81.66;DEFAULT_VEHTYPE;;2;37.00
1013.00;-19359987_0;174.26;9.33;397.00;-0.95;19358499#0_1;5.10;9.97;tripinfo_95 routing_95;616.00;95;1;3690.86;0.89;0.00;244.71;DEFAULT_VEHTYPE;;6;187.00
1015.00;-19356025#1_0;443.61;10.61;368.00;-0.78;19358499#0_1;5.10;10.81;tripinfo_83 routing_83;647.00;83;1;4605.03;0.97;0.00;219.78;DEFAULT_VEHTYPE;;3;158.00
1019.00;-596607447#1_0;65.29;13.44;662.00;-0.61;576756561#0_0;5.10;13.71;tripinfo_467 routing_467;357.00;467;1;4383.87;1.23;0.00;33.50;DEFAULT_VEHTYPE;;0;0.00
1023.00;-19361189#1_0;69.04;8.69;697.00;-0.79;19358499#0_1;5.10;9.91;tripinfo_117 routing_117;326.00;117;1;2772.82;0.89;0.00;42.67;DEFAULT_VEHTYPE;;2;2.00
1024.00;-19358136#0_0;65.94;11.14;809.00;-0.33;-19353318_0;5.10;12.15;tripinfo_113 routing_113;215.00;113;1;2107.51;1.09;0.00;37.75;DEFAULT_VEHTYPE;;1;1.00
1029.00;278433716#4_1;2.24;12.55;834.00;-0.97;-19351857#4_1;5.10;12.77;tripinfo_638 routing_638;195.00;638;1;1960.44;1.14;0.00;39.71;DEFAULT_VEHTYPE;;4;4.00
1035.00;329995330#9_1;44.81;9.73;837.00;-0.30;-511366397_0;5.10;5.31;tripinfo_312 routing_312;198.00;312;1;1548.32;0.96;0.00;35.40;DEFAULT_VEHTYPE;;1;8.00
1049.00;-19354956#1_1;26.13;11.49;741.00;-0.96;19352058_0;5.10;12.06;tripinfo_173 routing_173;308.00;173;1;2641.42;1.08;0.00;83.00;DEFAULT_VEHTYPE;;7;14.00
1050.00;19357114#3_0;125.59;11.82;846.00;-0.12;19355636_0;5.10;11.90;tripinfo_220 routing_220;204.00;220;1;1796.83;1.06;0.00;49.33;DEFAULT_VEHTYPE;;3;8.00
1051.00;19353551#4_1;58.69;11.49;846.00;-0.61;19360850#0_0;5.10;12.30;tripinfo_630 routing_630;205.00;630;1;1997.93;1.10;0.00;36.50;DEFAULT_VEHTYPE;;1;4.00
1057.00;19361135#4_0;37.90;11.08;735.00;-0.11;-19358499#0_1;5.10;11.90;tripinfo_229 routing_229;322.00;229;1;2003.94;1.06;0.00;152.99;DEFAULT_VEHTYPE;;3;113.00
1059.00;-19353333#1_1;55.77;11.36;861.00;-0.23;-19353318_0;5.10;12.10;tripinfo_308 routing_308;198.00;308;1;1815.95;1.08;0.00;43.53;DEFAULT_VEHTYPE;;3;3.00
1059.00;-19358435_0;144.89;10.40;904.00;-0.86;19355160#3_0;5.10;11.17;tripinfo_532 routing_532;155.00;532;1;1517.97;1.00;0.00;16.47;DEFAULT_VEHTYPE;;0;0.00
1077.00;-329995274#1_0;156.77;9.96;882.00;-0.10;-576756561#0_0;5.10;10.86;tripinfo_596 routing_596;195.00;596;1;1516.72;0.97;0.00;53.56;DEFAULT_VEHTYPE;;1;36.00
1081.00;-19353747#0_0;37.49;10.89;870.00;-0.97;19358499#1_1;5.10;12.06;tripinfo_382 routing_382;211.00;382;1;1928.05;1.08;0.00;48.11;DEFAULT_VEHTYPE;;1;19.00
1086.00;-19355160#0_0;438.84;12.82;617.00;-0.57;19358499#1_1;5.10;12.89;tripinfo_77 routing_77;469.00;77;1;4414.36;1.15;0.00;124.74;DEFAULT_VEHTYPE;;3;67.00
1098.00;19355160#0_0;438.81;9.75;765.00;0.72;-19352058_0;5.10;2.53;tripinfo_14 routing_14;333.00;14;1;2690.80;0.91;0.00;66.52;DEFAULT_VEHTYPE;;2;19.00
1106.00;19353816#2_0;133.40;10.77;709.00;-0.44;19358499#1_1;5.10;11.63;tripinfo_209 routing_209;397.00;209;1;3271.55;1.04;0.00;112.33;DEFAULT_VEHTYPE;;2;58.00
1106.00;-19356382#36_1;20.97;8.63;909.00;-0.84;-19354956#2_1;5.10;9.40;tripinfo_611 routing_611;197.00;611;1;1617.21;0.84;0.00;21.00;DEFAULT_VEHTYPE;;0;0.00
1120.00;19357539#0_0;115.03;12.28;669.00;-0.55;19358499#0_1;5.10;12.45;tripinfo_84 routing_84;451.00;84;1;3825.18;1.11;0.00;142.69;DEFAULT_VEHTYPE;;3;94.00
1122.00;-19353381_1;101.75;10.33;887.00;-0.94;19352058_0;5.10;10.37;tripinfo_337 routing_337;235.00;337;1;1306.60;0.93;0.00;106.11;DEFAULT_VEHTYPE;;3;76.00
1128.00;19361224#0_0;61.63;11.57;1032.00;-0.88;511366397_0;5.10;5.93;tripinfo_379 routing_379;96.00;379;1;684.69;1.07;0.00;27.18;DEFAULT_VEHTYPE;;1;11.00
1131.00;19358441_0;56.39;11.04;859.00;-0.97;19353318_0;5.10;11.47;tripinfo_374 routing_374;272.00;374;1;1987.45;1.03;0.00;92.64;DEFAULT_VEHTYPE;;4;44.00
1140.00;19354328_0;144.90;10.96;946.00;-0.31;19359987_0;5.10;11.57;tripinfo_533 routing_533;194.00;533;1;1612.85;1.04;0.00;52.90;DEFAULT_VEHTYPE;;1;32.00
1140.00;-19352374#1_0;125.54;11.12;954.00;-0.16;19358499#1_1;5.10;11.22;tripinfo_328 routing_328;186.00;328;1;1537.49;1.00;0.00;46.65;DEFAULT_VEHTYPE;;1;21.00
1144.00;19354903#1_0;76.95;10.09;698.00;-0.32;19356025#1_0;5.10;11.20;tripinfo_456 routing_456;446.00;456;1;4310.07;1.00;0.00;58.34;DEFAULT_VEHTYPE;;0;0.00
1145.00;19360353#1_0;39.31;11.35;761.00;-0.23;-19356025#1_0;5.10;12.60;tripinfo_414 routing_414;384.00;414;1;4018.50;1.13;0.00;61.76;DEFAULT_VEHTYPE;;0;0.00
1148.00;19353551#10_1;41.99;11.51;949.00;-0.16;-19351856#1_0;5.10;12.39;tripinfo_677 routing_677;199.00;677;1;1408.39;1.11;0.00;81.69;DEFAULT_VEHTYPE;;3;51.00
1153.00;19354575#2_0;81.19;10.28;787.00;-0.08;-19358499#1_1;5.10;10.51;tripinfo_107 routing_107;366.00;107;1;2572.71;0.94;0.00;117.39;DEFAULT_VEHTYPE;;5;70.00
1154.00;-19352879#1_1;82.74;9.26;744.00;-0.46;-19355160#3_0;5.10;10.17;tripinfo_493 routing_493;410.00;493;1;3773.85;0.91;0.00;35.10;DEFAULT_VEHTYPE;;0;0.00
1154.00;-19355160#3_0;95.80;9.69;754.00;-0.69;19352058_0;5.10;9.82;tripinfo_3 routing_3;400.00;3;1;3150.24;0.88;0.00;71.09;DEFAULT_VEHTYPE;;2;19.00
1160.00;19352901#0_0;179.64;10.85;953.00;-0.25;19357539#0_0;5.10;11.93;tripinfo_581 routing_581;207.00;581;1;1931.85;1.07;0.00;42.09;DEFAULT_VEHTYPE;;1;3.00
1161.00;19358435_0;138.57;10.79;955.00;-0.82;-19359987_0;5.10;10.86;tripinfo_588 routing_588;206.00;588;1;1880.17;0.97;0.00;28.49;DEFAULT_VEHTYPE;;0;0.00
1167.00;-19357057#5_0;92.53;8.95;884.00;-0.88;-19358499#0_1;5.10;10.08;tripinfo_292 routing_292;283.00;292;1;1702.26;0.90;0.00;113.93;DEFAULT_VEHTYPE;;2;90.00
1172.00;19354956#9_1;72.03;10.62;873.00;-0.90;19358499#1_1;5.10;10.86;tripinfo_170 routing_170;299.00;170;1;2648.54;0.97;0.00;51.13;DEFAULT_VEHTYPE;;1;11.00
1186.00;19353551#8_1;21.95;9.11;1050.00;-0.82;-19353092#5_0;5.10;9.34;tripinfo_604 routing_604;136.00;604;1;934.43;0.84;0.00;31.88;DEFAULT_VEHTYPE;;1;13.00
1190.00;-19359987_0;174.26;9.38;869.00;-0.60;-19353318_0;5.10;10.53;tripinfo_16 routing_16;321.00;16;1;2350.75;0.94;0.00;96.74;DEFAULT_VEHTYPE;;2;64.00
1192.00;19353551#10_1;41.99;12.62;1088.00;-0.84;19353092#6_0;5.10;12.88;tripinfo_601 routing_601;104.00;601;1;1026.22;1.15;0.00;22.10;DEFAULT_VEHTYPE;;1;1.00
1200.00;19352131#9_1;48.41;9.74;838.00;-0.12;-19358499#1_1;5.10;10.28;tripinfo_276 routing_276;362.00;276;1;2415.75;0.92;0.00;124.52;DEFAULT_VEHTYPE;;3;81.00
1204.00;19354792#0_1;69.36;10.04;965.00;-0.35;-19358927#2_0;5.10;11.01;tripinfo_624 routing_624;239.00;624;1;2018.72;0.98;0.00;54.62;DEFAULT_VEHTYPE;;5;15.00
1209.00;19352037_0;416.55;9.57;724.00;-0.95;511366397_0;5.10;5.35;tripinfo_17 routing_17;485.00;17;1;3069.23;0.96;0.00;188.45;DEFAULT_VEHTYPE;;5;134.00
1214.00;19352770_0;143.12;9.96;726.00;-0.20;661061477#0_1;5.10;11.23;tripinfo_429 routing_429;488.00;429;1;4733.15;1.00;0.00;63.50;DEFAULT_VEHTYPE;;0;0.00
1217.00;-19354297_0;239.08;11.53;726.00;-0.65;-19356025#1_0;5.10;11.98;tripinfo_416 routing_416;491.00;416;1;4851.85;1.07;0.00;82.60;DEFAULT_VEHTYPE;;1;23.00
1229.00;-19354198_0;66.15;11.79;1055.00;-0.06;19352058_0;5.10;11.90;tripinfo_357 routing_357;174.00;357;1;1543.67;1.06;0.00;39.84;DEFAULT_VEHTYPE;;3;3.00
1236.00;-19360089#0_0;351.06;11.21;767.00;-0.89;-19355636_0;5.10;11.51;tripinfo_128 routing_128;469.00;128;1;3701.89;1.03;0.00;141.61;DEFAULT_VEHTYPE;;9;58.00
1245.00;19356432_0;56.91;11.56;1079.00;-0.46;19355160#3_0;5.10;12.21;tripinfo_527 routing_527;166.00;527;1;1732.54;1.09;0.00;20.77;DEFAULT_VEHTYPE;;0;0.00
1246.00;19354792#0_1;69.36;10.25;1081.00;-0.82;19354710#1_0;5.10;11.12;tripinfo_695 routing_695;165.00;695;1;1489.38;0.99;0.00;28.38;DEFAULT_VEHTYPE;;3;3.00
1248.00;-440717074#4_1;104.00;10.76;1038.00;-0.14;19355160#3_0;5.10;11.13;tripinfo_510 routing_510;210.00;510;1;2087.25;1.00;0.00;20.33;DEFAULT_VEHTYPE;;0;0.00
1250.00;-19359432_0;124.23;11.90;840.00;-0.96;-661061477#0_1;5.10;12.18;tripinfo_471 routing_471;410.00;471;1;4392.26;1.09;0.00;47.05;DEFAULT_VEHTYPE;;2;4.00
1256.00;-329995277#1_1;79.99;13.51;1072.00;-0.28;-19352868_0;5.10;13.89;tripinfo_641 routing_641;184.00;641;1;2154.28;1.24;0.00;26.31;DEFAULT_VEHTYPE;;0;0.00
1263.00;19360089#0_0;350.79;9.46;913.00;-0.53;-511366397_0;5.10;4.85;tripinfo_171 routing_171;350.00;171;1;2719.02;0.87;0.00;52.29;DEFAULT_VEHTYPE;;3;3.00
1267.00;19354956#0_1;36.97;10.98;902.00;-0.01;19357539#0_0;5.10;11.94;tripinfo_487 routing_487;365.00;487;1;3868.77;1.07;0.00;37.98;DEFAULT_VEHTYPE;;0;0.00
1273.00;-19354183#1_0;14.66;7.21;953.00;-0.74;19355636_0;5.10;11.42;tripinfo_372 routing_372;320.00;372;1;2495.70;1.02;0.00;97.40;DEFAULT_VEHTYPE;;4;46.00
1275.00;19359858_1;87.25;9.75;941.00;-0.60;19352058_0;5.10;9.78;tripinfo_389 routing_389;334.00;389;1;2235.21;0.87;0.00;99.18;DEFAULT_VEHTYPE;;6;46.00
1278.00;596607447#3_0;84.59;8.83;873.00;-0.04;-19353318_0;5.10;9.97;tripinfo_134 routing_134;405.00;134;1;3427.90;0.89;0.00;53.83;DEFAULT_VEHTYPE;;1;6.00
1279.00;19357839_0;87.22;10.34;1002.00;-0.62;19355636_0;5.10;11.21;tripinfo_363 routing_363;277.00;363;1;2379.34;1.00;0.00;59.05;DEFAULT_VEHTYPE;;4;13.00
1287.00;19354956#13_1;47.00;11.82;898.00;-0.98;19355160#3_0;5.10;12.25;tripinfo_469 routing_469;389.00;469;1;4269.54;1.10;0.00;35.78;DEFAULT_VEHTYPE;;0;0.00
1289.00;19357539#0_0;115.03;11.07;972.00;-0.03;19353318_0;5.10;11.59;tripinfo_29 routing_29;317.00;29;1;2664.80;1.04;0.00;84.64;DEFAULT_VEHTYPE;;4;45.00
1296.00;-661061477#0_1;330.34;11.09;912.00;-0.02;-19353318_0;5.10;11.52;tripinfo_12 routing_12;384.00;12;1;3410.69;1.03;0.00;85.24;DEFAULT_VEHTYPE;;2;43.00
1302.00;19353264#0_0;86.48;10.31;1055.00;-0.55;19359987_0;5.10;11.35;tripinfo_507 routing_507;247.00;507;1;2280.84;1.02;0.00;43.84;DEFAULT_VEHTYPE;;2;11.00
1309.00;19357114#3_0;125.59;12.13;1121.00;-0.67;-19359987_0;5.10;12.25;tripinfo_524 routing_524;188.00;524;1;1822.49;1.10;0.00;36.61;DEFAULT_VEHTYPE;;2;2.00
1311.00;-19353264#0_0;86.48;9.53;937.00;-0.58;-511366397_0;5.10;5.27;tripinfo_212 routing_212;374.00;212;1;2383.85;0.95;0.00;131.81;DEFAULT_VEHTYPE;;3;94.00
1312.00;19351910#1_0;129.66;10.83;1082.00;-0.06;-511366397_0;5.10;5.79;tripinfo_240 routing_240;230.00;240;1;2007.80;1.04;0.00;40.02;DEFAULT_VEHTYPE;;1;9.00
1315.00;19353293#2_0;74.12;10.59;1108.00;-0.54;-19358499#1_1;5.10;10.71;tripinfo_319 routing_319;207.00;319;1;1730.88;0.96;0.00;42.47;DEFAULT_VEHTYPE;;1;14.00
1330.00;-19352131#4_1;59.92;11.92;1006.00;-0.70;19358499#1_1;5.10;12.32;tripinfo_278 routing_278;324.00;278;1;2912.45;1.10;0.00;85.38;DEFAULT_VEHTYPE;;2;41.00
1333.00;19356025#1_0;443.59;9.95;782.00;-0.98;511366397_0;5.10;5.47;tripinfo_60 routing_60;551.00;60;1;3452.77;0.98;0.00;225.37;DEFAULT_VEHTYPE;;7;162.00
1334.00;19358407#1_0;24.87;12.55;1123.00;0.31;-19358499#0_1;5.10;9.04;tripinfo_373 routing_373;211.00;373;1;983.84;1.13;0.00;128.99;DEFAULT_VEHTYPE;;2;100.00
1343.00;-19358927#1_0;35.88;8.12;687.00;-0.79;19355160#0_0;5.10;8.20;tripinfo_472 routing_472;656.00;472;1;4813.08;0.73;0.00;63.02;DEFAULT_VEHTYPE;;1;3.00
1343.00;19354792#0_1;69.36;10.23;1203.00;-0.13;-19352285#6_1;5.10;11.04;tripinfo_678 routing_678;140.00;678;1;1207.20;0.99;0.00;29.00;DEFAULT_VEHTYPE;;3;3.00
1345.00;-19351910#1_0;129.61;9.77;869.00;-0.73;-511366397_0;5.10;5.09;tripinfo_272 routing_272;476.00;272;1;2202.03;0.92;0.00;243.87;DEFAULT_VEHTYPE;;5;203.00
1347.00;19354956#2_1;23.97;11.65;971.00;-0.03;19357539#1_0;5.10;12.35;tripinfo_434 routing_434;376.00;434;1;4085.40;1.10;0.00;41.91;DEFAULT_VEHTYPE;;0;0.00
1347.00;-19352901#1_0;127.66;11.08;1157.00;-0.59;-19352037_0;5.10;11.45;tripinfo_591 routing_591;190.00;591;1;1912.49;1.02;0.00;20.85;DEFAULT_VEHTYPE;;0;0.00
1348.00;661061477#0_1;330.06;11.84;1038.00;-0.84;19353318_0;5.10;12.83;tripinfo_39 routing_39;310.00;39;1;3124.26;1.15;0.00;64.22;DEFAULT_VEHTYPE;;1;38.00
1357.00;596607447#3_0;84.59;11.29;1010.00;-0.30;-19358499#0_1;5.10;12.16;tripinfo_145 routing_145;347.00;145;1;2991.29;1.09;0.00;96.52;DEFAULT_VEHTYPE;;4;37.00
1365.00;-19352285#7_1;38.83;8.63;1010.00;-0.05;19358499#1_1;5.10;9.31;tripinfo_157 routing_157;355.00;157;1;2446.92;0.83;0.00;86.38;DEFAULT_VEHTYPE;;2;43.00
1378.00;-661061477#0_1;330.34;10.24;842.00;-0.52;-511366397_0;5.10;5.73;tripinfo_24 routing_24;536.00;24;1;4020.73;1.03;0.00;169.97;DEFAULT_VEHTYPE;;4;96.00
1378.00;19352037_0;416.55;10.68;930.00;2.09;511366397_0;5.10;0.59;tripinfo_40 routing_40;448.00;40;1;3070.97;1.06;0.00;180.77;DEFAULT_VEHTYPE;;4;134.00
1390.00;19358407#4_0;61.33;10.09;1229.00;-0.91;19358499#0_1;5.10;11.34;tripinfo_317 routing_317;161.00;317;1;1441.36;1.01;0.00;30.80;DEFAULT_VEHTYPE;;1;5.00
1405.00;-19353961#0_0;58.77;10.44;1066.00;-0.39;19355636_0;5.10;10.83;tripinfo_169 routing_169;339.00;169;1;2767.04;0.97;0.00;79.53;DEFAULT_VEHTYPE;;2;36.00
1409.00;-19357991#1_0;101.66;13.55;1226.00;-0.79;-19355636_0;5.10;14.53;tripinfo_214 routing_214;183.00;214;1;1802.27;1.30;0.00;55.36;DEFAULT_VEHTYPE;;3;6.00
1410.00;19361005#0_0;121.74;10.82;1025.00;-0.76;19355636_0;5.10;11.97;tripinfo_140 routing_140;385.00;140;1;3197.23;1.07;0.00;114.96;DEFAULT_VEHTYPE;;3;43.00
1413.00;19359987_0;174.26;10.53;957.00;-0.25;19358499#1_1;5.10;10.76;tripinfo_86 routing_86;456.00;86;1;3447.50;0.96;0.00;133.76;DEFAULT_VEHTYPE;;4;80.00
1419.00;19351857#5_1;7.04;6.66;928.00;-0.89;19357539#0_0;5.10;9.25;tripinfo_491 routing_491;491.00;491;1;4032.64;0.83;0.00;51.20;DEFAULT_VEHTYPE;;1;3.00
1423.00;19352131#10_1;34.15;8.91;1198.00;-0.43;-19352037_0;5.10;9.82;tripinfo_509 routing_509;225.00;509;1;1731.00;0.88;0.00;45.15;DEFAULT_VEHTYPE;;1;20.00
1423.00;278433716#7_1;19.40;10.64;1206.00;-0.22;19352285#12_1;5.10;10.95;tripinfo_668 routing_668;217.00;668;1;1946.77;0.98;0.00;35.62;DEFAULT_VEHTYPE;;3;3.00
1428.00;329995277#2_1;69.27;8.81;1212.00;-0.98;-19354956#15_1;5.10;9.83;tripinfo_640 routing_640;216.00;640;1;1892.17;0.88;0.00;21.28;DEFAULT_VEHTYPE;;0;0.00
1448.00;19360172#0_0;113.07;10.66;1073.00;-0.38;19356025#1_0;5.10;12.41;tripinfo_495 routing_495;375.00;495;1;4159.72;1.11;0.00;36.60;DEFAULT_VEHTYPE;;0;0.00
1448.00;19356535#8_0;156.23;11.04;1162.00;-0.90;19355636_0;5.10;11.30;tripinfo_116 routing_116;286.00;116;1;2687.59;1.01;0.00;43.98;DEFAULT_VEHTYPE;;2;2.00
1464.00;19359987_0;174.26;12.63;1247.00;-0.62;-19353318_0;5.10;12.65;tripinfo_85 routing_85;217.00;85;1;2223.94;1.13;0.00;38.69;DEFAULT_VEHTYPE;;2;2.00
1467.00;19353551#3_1;62.00;10.82;1170.00;-0.86;19358927#0_1;5.10;11.63;tripinfo_657 routing_657;297.00;657;1;2344.00;1.04;0.00;92.35;DEFAULT_VEHTYPE;;4;45.00
1470.00;-19354074_0;112.03;10.61;1010.00;-0.94;661061477#0_1;5.10;10.83;tripinfo_499 routing_499;460.00;499;1;4521.47;0.97;0.00;38.45;DEFAULT_VEHTYPE;;0;0.00
1489.00;19353264#0_0;86.48;9.83;1088.00;-0.28;19358499#1_1;5.10;10.84;tripinfo_204 routing_204;401.00;204;1;2950.60;0.97;0.00;127.97;DEFAULT_VEHTYPE;;3;76.00
1492.00;19351857#6_1;31.18;11.54;1114.00;-0.21;-576756561#0_0;5.10;11.64;tripinfo_443 routing_443;378.00;443;1;3903.38;1.04;0.00;37.63;DEFAULT_VEHTYPE;;0;0.00
1493.00;19352037_0;416.55;12.61;1266.00;-0.86;-19352058_0;5.10;12.62;tripinfo_96 routing_96;227.00;96;1;2414.76;1.13;0.00;32.98;DEFAULT_VEHTYPE;;1;1.00
1494.00;19353264#0_0;86.48;10.50;1144.00;-0.44;-511366397_0;5.10;5.39;tripinfo_298 routing_298;350.00;298;1;2304.96;0.97;0.00;120.32;DEFAULT_VEHTYPE;;2;78.00
1512.00;-19361135#4_0;37.90;10.02;1312.00;-0.62;-19352058_0;5.10;10.96;tripinfo_246 routing_246;200.00;246;1;1595.62;0.98;0.00;49.85;DEFAULT_VEHTYPE;;3;10.00
1514.00;-19357991#1_0;101.66;13.13;1299.00;-0.24;19355636_0;5.10;14.11;tripinfo_227 routing_227;215.00;227;1;1920.30;1.26;0.00;75.11;DEFAULT_VEHTYPE;;4;9.00
